species,class,order,family,mass_g,mass_kg,max_longevity_years,source
Pelecanus crispus,Aves,Pelecaniformes,Pelecanidae,9550,9.55,35.3,AnAge
Pelecanus erythrorhynchos,Aves,Pelecaniformes,Pelecanidae,6129,6.129,54,AnAge
Pelecanus occidentalis,Aves,Pelecaniformes,Pelecanidae,3115.8,3.1158,43,AnAge
Pelecanus onocrotalus,Aves,Pelecaniformes,Pelecanidae,9520,9.52,51,AnAge
Bostrychia hagedash,Aves,Pelecaniformes,Threskiornithidae,1238,1.238,16,AnAge
Eudocimus albus,Aves,Pelecaniformes,Threskiornithidae,940,0.94,27.6,AnAge
Eudocimus ruber,Aves,Pelecaniformes,Threskiornithidae,615,0.615,33.2,AnAge
Geronticus eremita,Aves,Pelecaniformes,Threskiornithidae,1202,1.202,32.9,AnAge
Nipponia nippon,Aves,Pelecaniformes,Threskiornithidae,1900,1.9,25.8,AnAge
Phimosus infuscatus,Aves,Pelecaniformes,Threskiornithidae,559,0.559,20,AnAge
Platalea ajaja,Aves,Pelecaniformes,Threskiornithidae,1036.97,1.03697,28,AnAge
Platalea alba,Aves,Pelecaniformes,Threskiornithidae,1521,1.521,17.9,AnAge
Platalea flavipes,Aves,Pelecaniformes,Threskiornithidae,1747.5,1.7475,28.6,AnAge
Platalea leucorodia,Aves,Pelecaniformes,Threskiornithidae,1868,1.868,30.1,AnAge
Platalea minor,Aves,Pelecaniformes,Threskiornithidae,1228,1.228,15,AnAge
Platalea regia,Aves,Pelecaniformes,Threskiornithidae,1795.25,1.79525,36.2,AnAge
Plegadis chihi,Aves,Pelecaniformes,Threskiornithidae,487.5,0.4875,20.4,AnAge
Plegadis falcinellus,Aves,Pelecaniformes,Threskiornithidae,431.2,0.4312,26.8,AnAge
Plegadis ridgwayi,Aves,Pelecaniformes,Threskiornithidae,584,0.584,18,AnAge
Theristicus caudatus,Aves,Pelecaniformes,Threskiornithidae,1726,1.726,22,AnAge
Theristicus melanopis,Aves,Pelecaniformes,Threskiornithidae,1200,1.2,34.5,AnAge
Threskiornis aethiopicus,Aves,Pelecaniformes,Threskiornithidae,1530,1.53,37,AnAge
Threskiornis melanocephalus,Aves,Pelecaniformes,Threskiornithidae,1530,1.53,28.2,AnAge
Threskiornis molucca,Aves,Pelecaniformes,Threskiornithidae,1806,1.806,33.2,AnAge
Threskiornis spinicollis,Aves,Pelecaniformes,Threskiornithidae,1351.5,1.3515,39.4,AnAge
Phaethon aethereus,Aves,Phaethontiformes,Phaethontidae,750,0.75,17.6,AnAge
Phaethon rubricauda,Aves,Phaethontiformes,Phaethontidae,593.2,0.5932,32.7,AnAge
Phoeniconaias minor,Aves,Phoenicopteriformes,Phoenicopteridae,1500,1.5,41,AnAge
Phoenicopterus chilensis,Aves,Phoenicopteriformes,Phoenicopteridae,2277,2.277,36.7,AnAge
Phoenicopterus roseus,Aves,Phoenicopteriformes,Phoenicopteridae,2500,2.5,58.8,AnAge
Colaptes auratus,Aves,Piciformes,Picidae,120,0.12,12.5,AnAge
Dendrocopos leucotos,Aves,Piciformes,Picidae,117,0.117,15.9,AnAge
Dendrocopos major,Aves,Piciformes,Picidae,75.1,0.0751,12.7,AnAge
Dendrocopos medius,Aves,Piciformes,Picidae,59,0.059,9.3,AnAge
Dendrocopos minor,Aves,Piciformes,Picidae,19.8,0.0198,9.8,AnAge
Dendrocopos syriacus,Aves,Piciformes,Picidae,76.8,0.0768,10.9,AnAge
Dryocopus martius,Aves,Piciformes,Picidae,321,0.321,14,AnAge
Dryocopus pileatus,Aves,Piciformes,Picidae,364,0.364,13,AnAge
Jynx torquilla,Aves,Piciformes,Picidae,35,0.035,10,AnAge
Melanerpes carolinus,Aves,Piciformes,Picidae,72.5,0.0725,20.7,AnAge
Melanerpes erythrocephalus,Aves,Piciformes,Picidae,75,0.075,10,AnAge
Melanerpes formicivorus,Aves,Piciformes,Picidae,73,0.073,17.2,AnAge
Melanerpes uropygialis,Aves,Piciformes,Picidae,65,0.065,11,AnAge
Picoides borealis,Aves,Piciformes,Picidae,56,0.056,16.1,AnAge
Picoides nuttallii,Aves,Piciformes,Picidae,37.4,0.0374,7.8,AnAge
Picoides pubescens,Aves,Piciformes,Picidae,21.7,0.0217,11.9,AnAge
Picoides tridactylus,Aves,Piciformes,Picidae,65.7,0.0657,11.2,AnAge
Picoides villosus,Aves,Piciformes,Picidae,62,0.062,15.9,AnAge
Picus viridis,Aves,Piciformes,Picidae,176,0.176,15.2,AnAge
Sphyrapicus nuchalis,Aves,Piciformes,Picidae,48.5,0.0485,4.9,AnAge
Sphyrapicus ruber,Aves,Piciformes,Picidae,55,0.055,4.8,AnAge
Sphyrapicus varius,Aves,Piciformes,Picidae,45,0.045,7.8,AnAge
Ramphastos toco,Aves,Piciformes,Ramphastidae,540,0.54,16.2,AnAge
Aechmophorus occidentalis,Aves,Podicipediformes,Podicipedidae,1475.5,1.4755,14,AnAge
Podiceps cristatus,Aves,Podicipediformes,Podicipedidae,738.7,0.7387,19.2,AnAge
Podiceps grisegena,Aves,Podicipediformes,Podicipedidae,1100,1.1,11,AnAge
Podiceps nigricollis,Aves,Podicipediformes,Podicipedidae,392,0.392,13.1,AnAge
Tachybaptus ruficollis,Aves,Podicipediformes,Podicipedidae,174,0.174,17.5,AnAge
Diomedea antipodensis,Aves,Procellariiformes,Diomedeidae,7790,7.79,30.3,AnAge
Diomedea epomophora,Aves,Procellariiformes,Diomedeidae,9000,9,58,AnAge
Diomedea exulans,Aves,Procellariiformes,Diomedeidae,8130,8.13,50,AnAge
Phoebastria immutabilis,Aves,Procellariiformes,Diomedeidae,2522,2.522,70,AnAge
Phoebastria irrorata,Aves,Procellariiformes,Diomedeidae,3395,3.395,40,AnAge
Phoebastria nigripes,Aves,Procellariiformes,Diomedeidae,2800,2.8,42.1,AnAge
Phoebetria palpebrata,Aves,Procellariiformes,Diomedeidae,2825,2.825,28.1,AnAge
Thalassarche carteri,Aves,Procellariiformes,Diomedeidae,2115,2.115,27.7,AnAge
Thalassarche cauta,Aves,Procellariiformes,Diomedeidae,4012.5,4.0125,30.9,AnAge
Thalassarche chlororhynchos,Aves,Procellariiformes,Diomedeidae,3890,3.89,37,AnAge
Thalassarche chrysostoma,Aves,Procellariiformes,Diomedeidae,3753,3.753,47.2,AnAge
Thalassarche impavida,Aves,Procellariiformes,Diomedeidae,3440,3.44,34.2,AnAge
Thalassarche melanophris,Aves,Procellariiformes,Diomedeidae,3232,3.232,43.7,AnAge
Hydrobates pelagicus,Aves,Procellariiformes,Hydrobatidae,25.2,0.0252,33.8,AnAge
Oceanodroma castro,Aves,Procellariiformes,Hydrobatidae,42,0.042,36,AnAge
Oceanodroma furcata,Aves,Procellariiformes,Hydrobatidae,45.2,0.0452,18,AnAge
Oceanodroma homochroa,Aves,Procellariiformes,Hydrobatidae,36.9,0.0369,31,AnAge
Oceanodroma leucorhoa,Aves,Procellariiformes,Hydrobatidae,44.6,0.0446,36,AnAge
Pelagodroma marina,Aves,Procellariiformes,Hydrobatidae,47.2,0.0472,19.8,AnAge
Bulweria bulwerii,Aves,Procellariiformes,Procellariidae,87,0.087,22.9,AnAge
Calonectris diomedea,Aves,Procellariiformes,Procellariidae,535,0.535,24.8,AnAge
Daption capense,Aves,Procellariiformes,Procellariidae,408.6,0.4086,28.5,AnAge
Fulmarus glacialis,Aves,Procellariiformes,Procellariidae,908,0.908,51,AnAge
Fulmarus glacialoides,Aves,Procellariiformes,Procellariidae,795,0.795,45,AnAge
Macronectes giganteus,Aves,Procellariiformes,Procellariidae,3697.5,3.6975,47,AnAge
Macronectes halli,Aves,Procellariiformes,Procellariidae,4313,4.313,35.4,AnAge
Pachyptila turtur,Aves,Procellariiformes,Procellariidae,138.05,0.13805,16.5,AnAge
Pagodroma nivea,Aves,Procellariiformes,Procellariidae,268,0.268,46,AnAge
Procellaria parkinsoni,Aves,Procellariiformes,Procellariidae,702.5,0.7025,17,AnAge
Pterodroma alba,Aves,Procellariiformes,Procellariidae,259,0.259,11.3,AnAge
Pterodroma arminjoniana,Aves,Procellariiformes,Procellariidae,383.75,0.38375,21.8,AnAge
Pterodroma hypoleuca,Aves,Procellariiformes,Procellariidae,168.6,0.1686,30.8,AnAge
Pterodroma leucoptera,Aves,Procellariiformes,Procellariidae,147.5,0.1475,32.7,AnAge
Pterodroma macroptera,Aves,Procellariiformes,Procellariidae,578.5,0.5785,14.9,AnAge
Pterodroma sandwichensis,Aves,Procellariiformes,Procellariidae,434,0.434,13.1,AnAge
Pterodroma solandri,Aves,Procellariiformes,Procellariidae,471,0.471,16.6,AnAge
Puffinus carneipes,Aves,Procellariiformes,Procellariidae,690,0.69,30.2,AnAge
Puffinus griseus,Aves,Procellariiformes,Procellariidae,740,0.74,34,AnAge
Puffinus pacificus,Aves,Procellariiformes,Procellariidae,337.8,0.3378,29,AnAge
Puffinus puffinus,Aves,Procellariiformes,Procellariidae,434,0.434,50.9,AnAge
Puffinus tenuirostris,Aves,Procellariiformes,Procellariidae,499.4,0.4994,39.9,AnAge
Thalassoica antarctica,Aves,Procellariiformes,Procellariidae,687.5,0.6875,15,AnAge
Agapornis fischeri,Aves,Psittaciformes,Psittacidae,48.3,0.0483,12.6,AnAge
Agapornis lilianae,Aves,Psittaciformes,Psittacidae,37.3,0.0373,19.2,AnAge
Agapornis pullarius,Aves,Psittaciformes,Psittacidae,43,0.043,18,AnAge
Agapornis taranta,Aves,Psittaciformes,Psittacidae,57.5,0.0575,14.6,AnAge
Alisterus scapularis,Aves,Psittaciformes,Psittacidae,232.5,0.2325,26.6,AnAge
Amazona aestiva,Aves,Psittaciformes,Psittacidae,451,0.451,49,AnAge
Amazona albifrons,Aves,Psittaciformes,Psittacidae,215,0.215,25.3,AnAge
Amazona amazonica,Aves,Psittaciformes,Psittacidae,370,0.37,30,AnAge
Amazona auropalliata,Aves,Psittaciformes,Psittacidae,432.16,0.43216,49,AnAge
Amazona autumnalis,Aves,Psittaciformes,Psittacidae,416,0.416,27,AnAge
Amazona festiva,Aves,Psittaciformes,Psittacidae,430,0.43,24.5,AnAge
Amazona finschi,Aves,Psittaciformes,Psittacidae,302,0.302,25.8,AnAge
Amazona guildingii,Aves,Psittaciformes,Psittacidae,646,0.646,28,AnAge
Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,430,0.43,56,AnAge
Amazona rhodocorytha,Aves,Psittaciformes,Psittacidae,511.5,0.5115,44,AnAge
Anodorhynchus hyacinthinus,Aves,Psittaciformes,Psittacidae,1330,1.33,38.8,AnAge
Anodorhynchus leari,Aves,Psittaciformes,Psittacidae,940,0.94,38.3,AnAge
Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,136,0.136,24.4,AnAge
Ara ambiguus,Aves,Psittaciformes,Psittacidae,1300,1.3,29,AnAge
Ara ararauna,Aves,Psittaciformes,Psittacidae,1030,1.03,43,AnAge
Ara chloropterus,Aves,Psittaciformes,Psittacidae,1220,1.22,50.1,AnAge
Ara glaucogularis,Aves,Psittaciformes,Psittacidae,784,0.784,22,AnAge
Ara macao,Aves,Psittaciformes,Psittacidae,1040,1.04,33,AnAge
Ara militaris,Aves,Psittaciformes,Psittacidae,1134,1.134,46,AnAge
Ara rubrogenys,Aves,Psittaciformes,Psittacidae,470,0.47,23,AnAge
Ara severus,Aves,Psittaciformes,Psittacidae,343,0.343,28.5,AnAge
Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,171,0.171,31,AnAge
Aratinga auricapillus,Aves,Psittaciformes,Psittacidae,130,0.13,20.9,AnAge
Aratinga canicularis,Aves,Psittaciformes,Psittacidae,85,0.085,16.2,AnAge
Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,151,0.151,26.2,AnAge
Aratinga holochlora,Aves,Psittaciformes,Psittacidae,138,0.138,21.8,AnAge
Barnardius zonarius,Aves,Psittaciformes,Psittacidae,137,0.137,17.9,AnAge
Bolborhynchus orbygnesius,Aves,Psittaciformes,Psittacidae,43.1,0.0431,9.2,AnAge
Brotogeris chiriri,Aves,Psittaciformes,Psittacidae,61.6,0.0616,19,AnAge
Brotogeris pyrrhoptera,Aves,Psittaciformes,Psittacidae,64,0.064,11.3,AnAge
Brotogeris sanctithomae,Aves,Psittaciformes,Psittacidae,59,0.059,13.2,AnAge
Brotogeris tirica,Aves,Psittaciformes,Psittacidae,63,0.063,11,AnAge
Brotogeris versicolurus,Aves,Psittaciformes,Psittacidae,71.6,0.0716,10.3,AnAge
Cacatua alba,Aves,Psittaciformes,Psittacidae,570,0.57,26.9,AnAge
Cacatua ducorpsii,Aves,Psittaciformes,Psittacidae,394,0.394,30.5,AnAge
Cacatua galerita,Aves,Psittaciformes,Psittacidae,776.1,0.7761,57,AnAge
Cacatua goffiniana,Aves,Psittaciformes,Psittacidae,275,0.275,26,AnAge
Cacatua haematuropygia,Aves,Psittaciformes,Psittacidae,288,0.288,17.3,AnAge
Cacatua leadbeateri,Aves,Psittaciformes,Psittacidae,390,0.39,83,AnAge
Cacatua moluccensis,Aves,Psittaciformes,Psittacidae,830,0.83,65.8,AnAge
Cacatua ophthalmica,Aves,Psittaciformes,Psittacidae,492,0.492,31.9,AnAge
Cacatua pastinator,Aves,Psittaciformes,Psittacidae,637,0.637,26.3,AnAge
Cacatua sanguinea,Aves,Psittaciformes,Psittacidae,350,0.35,46.9,AnAge
Cacatua sulphurea,Aves,Psittaciformes,Psittacidae,340,0.34,49.7,AnAge
Cacatua tenuirostris,Aves,Psittaciformes,Psittacidae,567,0.567,43,AnAge
Callocephalon fimbriatum,Aves,Psittaciformes,Psittacidae,256,0.256,27.5,AnAge
Calyptorhynchus banksii,Aves,Psittaciformes,Psittacidae,723.7,0.7237,45.4,AnAge
Calyptorhynchus baudinii,Aves,Psittaciformes,Psittacidae,620,0.62,47,AnAge
Calyptorhynchus funereus,Aves,Psittaciformes,Psittacidae,678.5,0.6785,41,AnAge
Calyptorhynchus latirostris,Aves,Psittaciformes,Psittacidae,622.925,0.622925,34.4,AnAge
Chalcopsitta atra,Aves,Psittaciformes,Psittacidae,260,0.26,17.5,AnAge
Chalcopsitta sintillata,Aves,Psittaciformes,Psittacidae,190,0.19,19.7,AnAge
Charmosyna papou,Aves,Psittaciformes,Psittacidae,83,0.083,11.3,AnAge
Conuropsis carolinensis,Aves,Psittaciformes,Psittacidae,100,0.1,30,AnAge
Coracopsis nigra,Aves,Psittaciformes,Psittacidae,193.5,0.1935,34.1,AnAge
Coracopsis vasa,Aves,Psittaciformes,Psittacidae,525,0.525,53.9,AnAge
Cyanoliseus patagonus,Aves,Psittaciformes,Psittacidae,278,0.278,19.5,AnAge
Cyanopsitta spixii,Aves,Psittaciformes,Psittacidae,200,0.2,27,AnAge
Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,46,0.046,9.3,AnAge
Cyanoramphus novaezelandiae,Aves,Psittaciformes,Psittacidae,92.6,0.0926,12.4,AnAge
Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,246,0.246,21.8,AnAge
Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,151,0.151,22.9,AnAge
Eclectus roratus,Aves,Psittaciformes,Psittacidae,440,0.44,28.5,AnAge
Enicognathus leptorhynchus,Aves,Psittaciformes,Psittacidae,193,0.193,15.3,AnAge
Eolophus roseicapilla,Aves,Psittaciformes,Psittacidae,268.7,0.2687,40,AnAge
Eos bornea,Aves,Psittaciformes,Psittacidae,156,0.156,24.7,AnAge
Eos cyanogenia,Aves,Psittaciformes,Psittacidae,167,0.167,18.1,AnAge
Eunymphicus cornutus,Aves,Psittaciformes,Psittacidae,130,0.13,19.7,AnAge
Forpus coelestis,Aves,Psittaciformes,Psittacidae,26.2,0.0262,10.4,AnAge
Forpus cyanopygius,Aves,Psittaciformes,Psittacidae,33.5,0.0335,10.5,AnAge
Forpus passerinus,Aves,Psittaciformes,Psittacidae,24,0.024,11.6,AnAge
Forpus xanthops,Aves,Psittaciformes,Psittacidae,27.05,0.02705,10.5,AnAge
Glossopsitta concinna,Aves,Psittaciformes,Psittacidae,70.8,0.0708,21.3,AnAge
Glossopsitta porphyrocephala,Aves,Psittaciformes,Psittacidae,44,0.044,12,AnAge
Graydidascalus brachyurus,Aves,Psittaciformes,Psittacidae,159,0.159,13.2,AnAge
Guaruba guarouba,Aves,Psittaciformes,Psittacidae,250,0.25,23.2,AnAge
Loriculus galgulus,Aves,Psittaciformes,Psittacidae,28,0.028,14.3,AnAge
Loriculus philippensis,Aves,Psittaciformes,Psittacidae,34.9,0.0349,10.1,AnAge
Loriculus vernalis,Aves,Psittaciformes,Psittacidae,35.7,0.0357,10.1,AnAge
Lorius domicella,Aves,Psittaciformes,Psittacidae,182,0.182,26,AnAge
Lorius garrulus,Aves,Psittaciformes,Psittacidae,143,0.143,26.6,AnAge
Lorius lory,Aves,Psittaciformes,Psittacidae,177,0.177,18.5,AnAge
Melopsittacus undulatus,Aves,Psittaciformes,Psittacidae,25.2,0.0252,21,AnAge
Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,80.4,0.0804,22.1,AnAge
Nandayus nenday,Aves,Psittaciformes,Psittacidae,128,0.128,18.7,AnAge
Neophema chrysostoma,Aves,Psittaciformes,Psittacidae,46.1,0.0461,21,AnAge
Neophema pulchella,Aves,Psittaciformes,Psittacidae,41.4,0.0414,21,AnAge
Neophema splendida,Aves,Psittaciformes,Psittacidae,38.6,0.0386,14,AnAge
Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,45,0.045,12.6,AnAge
Nestor notabilis,Aves,Psittaciformes,Psittacidae,867.5,0.8675,47,AnAge
Northiella haematogaster,Aves,Psittaciformes,Psittacidae,86.2,0.0862,15.3,AnAge
Nymphicus hollandicus,Aves,Psittaciformes,Psittacidae,90,0.09,35,AnAge
Pezoporus wallicus,Aves,Psittaciformes,Psittacidae,75.7,0.0757,7.4,AnAge
Pionites leucogaster,Aves,Psittaciformes,Psittacidae,155,0.155,26,AnAge
Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,149,0.149,22.6,AnAge
Pionopsitta pileata,Aves,Psittaciformes,Psittacidae,119,0.119,16.8,AnAge
Pionus maximiliani,Aves,Psittaciformes,Psittacidae,293,0.293,16.2,AnAge
Pionus menstruus,Aves,Psittaciformes,Psittacidae,251,0.251,20.6,AnAge
Platycercus elegans,Aves,Psittaciformes,Psittacidae,124.5,0.1245,26.8,AnAge
Platycercus eximius,Aves,Psittaciformes,Psittacidae,104,0.104,27.4,AnAge
Platycercus icterotis,Aves,Psittaciformes,Psittacidae,63.3,0.0633,13.2,AnAge
Platycercus venustus,Aves,Psittaciformes,Psittacidae,89.5,0.0895,19.1,AnAge
Poicephalus cryptoxanthus,Aves,Psittaciformes,Psittacidae,140,0.14,32.1,AnAge
Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,275,0.275,21,AnAge
Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,117.5,0.1175,34.2,AnAge
Poicephalus robustus,Aves,Psittaciformes,Psittacidae,344,0.344,29.7,AnAge
Poicephalus rueppellii,Aves,Psittaciformes,Psittacidae,116,0.116,34.3,AnAge
Poicephalus rufiventris,Aves,Psittaciformes,Psittacidae,120,0.12,33.4,AnAge
Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,155,0.155,40,AnAge
Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,104,0.104,23.9,AnAge
Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,170,0.17,13.8,AnAge
Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,153,0.153,15.1,AnAge
Primolius maracana,Aves,Psittaciformes,Psittacidae,256,0.256,31,AnAge
Probosciger aterrimus,Aves,Psittaciformes,Psittacidae,841,0.841,56.3,AnAge
Prosopeia splendens,Aves,Psittaciformes,Psittacidae,237.25,0.23725,20.1,AnAge
Psephotus dissimilis,Aves,Psittaciformes,Psittacidae,55,0.055,18,AnAge
Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,61.4,0.0614,12.2,AnAge
Psephotus varius,Aves,Psittaciformes,Psittacidae,61.5,0.0615,11.8,AnAge
Pseudeos fuscata,Aves,Psittaciformes,Psittacidae,149,0.149,13.4,AnAge
Psilopsiagon aymara,Aves,Psittaciformes,Psittacidae,30,0.03,8.5,AnAge
Psittacula alexandri,Aves,Psittaciformes,Psittacidae,147,0.147,23.3,AnAge
Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,66,0.066,18.8,AnAge
Psittacula eupatria,Aves,Psittaciformes,Psittacidae,255,0.255,30,AnAge
Psittacula krameri,Aves,Psittaciformes,Psittacidae,128,0.128,34,AnAge
Psittaculirostris desmarestii,Aves,Psittaciformes,Psittacidae,117,0.117,14.9,AnAge
Psittaculirostris edwardsii,Aves,Psittaciformes,Psittacidae,118,0.118,12,AnAge
Psittaculirostris salvadorii,Aves,Psittaciformes,Psittacidae,118,0.118,12,AnAge
Psittacus erithacus,Aves,Psittaciformes,Psittacidae,333,0.333,49.7,AnAge
Psittrichas fulgidus,Aves,Psittaciformes,Psittacidae,865,0.865,25,AnAge
Purpureicephalus spurius,Aves,Psittaciformes,Psittacidae,116,0.116,15.3,AnAge
Pyrrhura leucotis,Aves,Psittaciformes,Psittacidae,56.7,0.0567,18.5,AnAge
Pyrrhura perlata,Aves,Psittaciformes,Psittacidae,87,0.087,14.3,AnAge
Rhynchopsitta pachyrhyncha,Aves,Psittaciformes,Psittacidae,360,0.36,33,AnAge
Strigops habroptila,Aves,Psittaciformes,Psittacidae,1750,1.75,60,AnAge
Tanygnathus megalorynchos,Aves,Psittaciformes,Psittacidae,325,0.325,23,AnAge
Tanygnathus sumatranus,Aves,Psittaciformes,Psittacidae,270.5,0.2705,14.4,AnAge
Trichoglossus chlorolepidotus,Aves,Psittaciformes,Psittacidae,87,0.087,33.8,AnAge
Trichoglossus euteles,Aves,Psittaciformes,Psittacidae,73.7,0.0737,16,AnAge
Trichoglossus haematodus,Aves,Psittaciformes,Psittacidae,115.1,0.1151,20.6,AnAge
Trichoglossus johnstoniae,Aves,Psittaciformes,Psittacidae,55.2,0.0552,17.8,AnAge
Triclaria malachitacea,Aves,Psittaciformes,Psittacidae,90,0.09,11.9,AnAge
Vini peruviana,Aves,Psittaciformes,Psittacidae,29,0.029,18.4,AnAge
Aptenodytes patagonicus,Aves,Sphenisciformes,Spheniscidae,13270,13.27,27,AnAge
Eudyptes schlegeli,Aves,Sphenisciformes,Spheniscidae,4500,4.5,15.8,AnAge
Eudyptula minor,Aves,Sphenisciformes,Spheniscidae,1105,1.105,42.2,AnAge
Pygoscelis papua,Aves,Sphenisciformes,Spheniscidae,5950,5.95,41,AnAge
Spheniscus demersus,Aves,Sphenisciformes,Spheniscidae,3135,3.135,27.3,AnAge
Spheniscus magellanicus,Aves,Sphenisciformes,Spheniscidae,4000,4,30,AnAge
Spheniscus mendiculus,Aves,Sphenisciformes,Spheniscidae,1932.5,1.9325,17.7,AnAge
Aegolius acadicus,Aves,Strigiformes,Strigidae,124,0.124,17.5,AnAge
Aegolius funereus,Aves,Strigiformes,Strigidae,120,0.12,15.9,AnAge
Asio flammeus,Aves,Strigiformes,Strigidae,406,0.406,21.8,AnAge
Asio otus,Aves,Strigiformes,Strigidae,252,0.252,27.8,AnAge
Athene cunicularia,Aves,Strigiformes,Strigidae,150,0.15,11,AnAge
Athene noctua,Aves,Strigiformes,Strigidae,169,0.169,11.1,AnAge
Bubo bubo,Aves,Strigiformes,Strigidae,2686,2.686,68,AnAge
Bubo scandiacus,Aves,Strigiformes,Strigidae,2026,2.026,28,AnAge
Bubo virginianus,Aves,Strigiformes,Strigidae,1450,1.45,29,AnAge
Glaucidium passerinum,Aves,Strigiformes,Strigidae,65.5,0.0655,6,AnAge
Megascops asio,Aves,Strigiformes,Strigidae,166,0.166,20.7,AnAge
Megascops kennicottii,Aves,Strigiformes,Strigidae,205,0.205,19,AnAge
Micrathene whitneyi,Aves,Strigiformes,Strigidae,45.9,0.0459,14,AnAge
Ninox novaeseelandiae,Aves,Strigiformes,Strigidae,195,0.195,15.9,AnAge
Ninox strenua,Aves,Strigiformes,Strigidae,1324.93,1.32493,6.1,AnAge
Otus flammeolus,Aves,Strigiformes,Strigidae,55.5,0.0555,8.1,AnAge
Otus scops,Aves,Strigiformes,Strigidae,92,0.092,6.9,AnAge
Pulsatrix perspicillata,Aves,Strigiformes,Strigidae,770,0.77,25,AnAge
Strix aluco,Aves,Strigiformes,Strigidae,520,0.52,22.4,AnAge
Strix nebulosa,Aves,Strigiformes,Strigidae,1120,1.12,16.1,AnAge
Strix occidentalis,Aves,Strigiformes,Strigidae,571,0.571,25,AnAge
Strix uralensis,Aves,Strigiformes,Strigidae,784.5,0.7845,23.8,AnAge
Strix varia,Aves,Strigiformes,Strigidae,715,0.715,34,AnAge
Surnia ulula,Aves,Strigiformes,Strigidae,320,0.32,16.2,AnAge
Tyto alba,Aves,Strigiformes,Tytonidae,580,0.58,34,AnAge
Struthio camelus,Aves,Struthioniformes,Struthionidae,100000,100,50,AnAge
Anhinga anhinga,Aves,Suliformes,Anhingidae,1040,1.04,16.4,AnAge
Anhinga melanogaster,Aves,Suliformes,Anhingidae,1486.6,1.4866,16,AnAge
Anhinga novaehollandiae,Aves,Suliformes,Anhingidae,1518,1.518,22.3,AnAge
Fregata andrewsi,Aves,Suliformes,Fregatidae,1550,1.55,25.6,AnAge
Fregata ariel,Aves,Suliformes,Fregatidae,806,0.806,27.6,AnAge
Fregata magnificens,Aves,Suliformes,Fregatidae,1078,1.078,34,AnAge
Fregata minor,Aves,Suliformes,Fregatidae,1400,1.4,43,AnAge
Microcarbo melanoleucos,Aves,Suliformes,Phalacrocoracidae,750,0.75,13.1,AnAge
Phalacrocorax aristotelis,Aves,Suliformes,Phalacrocoracidae,1773,1.773,30.6,AnAge
Phalacrocorax auritus,Aves,Suliformes,Phalacrocoracidae,1330,1.33,22.5,AnAge
Phalacrocorax brasilianus,Aves,Suliformes,Phalacrocoracidae,1550,1.55,12.6,AnAge
Phalacrocorax carbo,Aves,Suliformes,Phalacrocoracidae,3628.8,3.6288,32.1,AnAge
Phalacrocorax fuscescens,Aves,Suliformes,Phalacrocoracidae,1420,1.42,41.6,AnAge
Phalacrocorax pelagicus,Aves,Suliformes,Phalacrocoracidae,2041.2,2.0412,17.8,AnAge
Phalacrocorax penicillatus,Aves,Suliformes,Phalacrocoracidae,2426,2.426,18,AnAge
Phalacrocorax varius,Aves,Suliformes,Phalacrocoracidae,1715,1.715,46.4,AnAge
Morus bassanus,Aves,Suliformes,Sulidae,2950,2.95,37.4,AnAge
Morus serrator,Aves,Suliformes,Sulidae,2350,2.35,33,AnAge
Sula dactylatra,Aves,Suliformes,Sulidae,1289,1.289,25.5,AnAge
Sula granti,Aves,Suliformes,Sulidae,1754,1.754,21,AnAge
Sula leucogaster,Aves,Suliformes,Sulidae,1134,1.134,28.5,AnAge
Sula nebouxii,Aves,Suliformes,Sulidae,1530,1.53,18,AnAge
Sula sula,Aves,Suliformes,Sulidae,1017,1.017,23,AnAge
Tinamus solitarius,Aves,Tinamiformes,Tinamidae,1390.5,1.3905,15,AnAge
Caspiomyzon wagneri,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,113.3,0.1133,4,AnAge
Entosphenus tridentatus,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,275,0.275,9,AnAge
Lampetra fluviatilis,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,82.5,0.0825,10,AnAge
Petromyzon marinus,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,1375,1.375,9,AnAge
Carcharhinus acronotus,Chondrichthyes,Carcharhiniformes,Carcharhinidae,10395,10.395,19,AnAge
